No,Language,Class,Subject,Title,YoutubeLink,Description,DriveLink,next,,,,,
698,Hindi,9&10,Maths,सांख्यिकी भाग 2 (Statistics Part 2) - Class 10 Maths - Hindi,https://www.youtube.com/watch?v=vcnWCaWLdmA,"This video explains the Assumed Mean method, Step-Deviation method and Mode of grouped data.",http://bit.ly/2TS7qXo,1,,,,,
699,Hindi,9&10,Maths,सांख्यिकी भाग 3 (Statistics Part 3) - Class 10 Maths - Hindi,https://www.youtube.com/watch?v=JcLXsfGnxuU&feature=youtu.be,"In this video, you will know what is the Median of Grouped data and how to find it, along with Cumulative Frequency Distribution and Ogive. You will also know in what circumstances should we use Mean, Median and Mode.",http://bit.ly/2zrnG8U,2,,,,,
700,Hindi,9&10,Maths,चतुर्भुज भाग 1 (Quadrilaterals Part 1) - Class 9 Maths - Hindi,https://www.youtube.com/watch?v=wmdTA3-S4e8&feature=push-u-sub&attr_tag=SeqMYN7et5fGBOCy-6,"In this video, you will learn what are quadrilaterals and their types, as well as the sum of angles of a quadrialteral and some properties of a Parallelogram.",http://bit.ly/2ybgf5j,0,,,,,
701,Hindi,9&10,Maths,चतुर्भुज भाग 2 (Quadrilaterals Part 2) - Class 9 Maths - Hindi,https://www.youtube.com/watch?v=9TDPacPl1x4&feature=push-u-sub&attr_tag=p8oxxZf8wmneK9ZK%3A6,"In this video, you will learn about more properties of a Parallelogram and solve a few proof questions.",http://bit.ly/2NutyCI,2,,,,,
702,,,,,,,,,,,,,
703,,,,,,,,,,,,,
704,,,,,,,,,,,,,
705,,,,,,,,,,,,,
706,,,,,,,,,,,,,
707,,,,,,,,,,,,,
708,,,,,,,,,,,,,
709,,,,,,,,,,,,,
710,,,,,,,,,,,,,
711,,,,,,,,,,,,,
712,,,,,,,,,,,,,
713,,,,,,,,,,,,,
714,,,,,,,,,,,,,
715,,,,,,,,,,,,,
716,,,,,,,,,,,,,
717,,,,,,,,,,,,,
718,,,,,,,,,,,,,
719,,,,,,,,,,,,,
720,,,,,,,,,,,,,
721,,,,,,,,,,,,,
722,,,,,,,,,,,,,
723,,,,,,,,,,,,,
724,,,,,,,,,,,,,
725,,,,,,,,,,,,,
726,,,,,,,,,,,,,
727,,,,,,,,,,,,,
728,,,,,,,,,,,,,
729,,,,,,,,,,,,,
730,,,,,,,,,,,,,
731,,,,,,,,,,,,,
732,,,,,,,,,,,,,
733,,,,,,,,,,,,,
734,,,,,,,,,,,,,
735,,,,,,,,,,,,,
736,,,,,,,,,,,,,
737,,,,,,,,,,,,,
738,,,,,,,,,,,,,
739,,,,,,,,,,,,,
740,,,,,,,,,,,,,
741,,,,,,,,,,,,,
742,,,,,,,,,,,,,
743,,,,,,,,,,,,,
744,,,,,,,,,,,,,
745,,,,,,,,,,,,,
746,,,,,,,,,,,,,
747,,,,,,,,,,,,,
748,,,,,,,,,,,,,
749,,,,,,,,,,,,,
750,,,,,,,,,,,,,
751,,,,,,,,,,,,,
752,,,,,,,,,,,,,
753,,,,,,,,,,,,,
754,,,,,,,,,,,,,
755,,,,,,,,,,,,,
756,,,,,,,,,,,,,
757,,,,,,,,,,,,,
758,,,,,,,,,,,,,
759,,,,,,,,,,,,,
760,,,,,,,,,,,,,
761,,,,,,,,,,,,,
762,,,,,,,,,,,,,
763,,,,,,,,,,,,,
764,,,,,,,,,,,,,
765,,,,,,,,,,,,,
766,,,,,,,,,,,,,
767,,,,,,,,,,,,,
768,,,,,,,,,,,,,
769,,,,,,,,,,,,,
770,,,,,,,,,,,,,
771,,,,,,,,,,,,,
772,,,,,,,,,,,,,
773,,,,,,,,,,,,,
774,,,,,,,,,,,,,
775,,,,,,,,,,,,,
776,,,,,,,,,,,,,
777,,,,,,,,,,,,,
778,,,,,,,,,,,,,
779,,,,,,,,,,,,,
780,,,,,,,,,,,,,
781,,,,,,,,,,,,,
782,,,,,,,,,,,,,
783,,,,,,,,,,,,,
784,,,,,,,,,,,,,
785,,,,,,,,,,,,,
786,,,,,,,,,,,,,
787,,,,,,,,,,,,,
788,,,,,,,,,,,,,
789,,,,,,,,,,,,,
790,,,,,,,,,,,,,
791,,,,,,,,,,,,,
792,,,,,,,,,,,,,
793,,,,,,,,,,,,,
794,,,,,,,,,,,,,
795,,,,,,,,,,,,,
796,,,,,,,,,,,,,
797,,,,,,,,,,,,,
798,,,,,,,,,,,,,
799,,,,,,,,,,,,,
800,,,,,,,,,,,,,
801,,,,,,,,,,,,,
802,,,,,,,,,,,,,
803,,,,,,,,,,,,,
804,,,,,,,,,,,,,
805,,,,,,,,,,,,,
806,,,,,,,,,,,,,
807,,,,,,,,,,,,,
808,,,,,,,,,,,,,
809,,,,,,,,,,,,,
810,Hindi,9,Science,हमारे आस-पास के पदार्थ(Matter in our Surroundings) - कक्षा 9 विज्ञान (Class 9 Science) - Hindi,https://www.youtube.com/watch?v=SN0t_wDLGJY&list=PLFBHsqw1knQdU6zCEs1tC8P6EGFHqqKmY&index=1,"The video begins with the fundamental question of what is matter. The discussion then moves on to the particles that constitute matter. States of matter are then discussed and the properties of each state are discussed in detail and finally, the transitions between the states are discussed.",http://bit.ly/2GiFZOV,3,,,,,
811,Hindi,9,Science,जीवन की मौलिक इकाई(The Fundamental Unit of Life) - कक्षा 9 विज्ञान(Class 9 Science) - Hindi,https://www.youtube.com/watch?v=xZM9AR2n0YQ&list=PLFBHsqw1knQdU6zCEs1tC8P6EGFHqqKmY&index=2,"This video, as the name suggests, is on the fundamental unit of life, i.e., the cell. Through representative images, the various constituents of a cell are explained in detail.",http://bit.ly/2nxnmxe,3,,,,,
812,Hindi,9,Science,कार्य (Work) - कक्षा 9 विज्ञान (Class 9 Science) - Hindi,https://www.youtube.com/watch?v=AzwRdzHFV00&index=3&list=PLFBHsqw1knQdU6zCEs1tC8P6EGFHqqKmY,The video first explains the importance of work by linking it to energy. It then explains the scientific meaning of work and gives methods of calculating work through various examples. The relation between the area under the force-displacement graph and work is then explained and the video ends with a few questions (tough ones) for the viewer to solve.,http://bit.ly/2mTtGBT,3,,,,,
813,Hindi,9,Science,बल तथा गति के नियम(Force and Laws of Motion) - कक्षा 9 विज्ञान(Class 9 Science) - Hindi,https://www.youtube.com/watch?v=uKXwAB5gTtg&index=4&list=PLFBHsqw1knQdU6zCEs1tC8P6EGFHqqKmY,"This video introduces the viewer to the concept of force and the associated terms. It then goes on to explain the first law of motion with the famous Coin on a Card experiment. Inertia is subsequently introduced. Momentum is then introduced with the second law and its conservation principle is explained. Finally, the video introduces the famous third law. Illustrative examples are scattered throughout the video to enhance understanding.",http://bit.ly/2mTksFQ,3,,,,,
814,Hindi,9,Science,गुरुत्वाकर्षण (Gravitation) - कक्षा 9 विज्ञान (Class 9 Science) - Hindi,https://www.youtube.com/watch?v=kYKNce3r-z0&index=5&list=PLFBHsqw1knQdU6zCEs1tC8P6EGFHqqKmY,"This video begins with the famous story of Newton and the apple and builds the motivation for the topic. Later on, gravitation is formally introduced mathematically and its various applications are discussed. The motion of a ball thrown from a height is studied in detail later on.",http://bit.ly/2n2nGY3,3,,,,,
815,Hindi,9,Science,ऊतक (Tissue) - कक्षा 9 विज्ञान (Class 9 Science) - Hindi,https://www.youtube.com/watch?v=8YzcNU1WDgc&index=6&list=PLFBHsqw1knQdU6zCEs1tC8P6EGFHqqKmY,The video begins with a description of tissues. The difference between plant and animal tissues is later explained. The characteristics of various tissues are then explained in detail.,http://bit.ly/2n29Zsk,3,,,,,
816,Hindi,9,Science,हम बीमार क्यों होते हैं?(Why do we fall ill?): Part 1/2(भाग १/२) - कक्षा 9 विज्ञान (Class 9 Science),https://www.youtube.com/watch?v=A0Tp-HBIyhw&index=7&list=PLFBHsqw1knQdU6zCEs1tC8P6EGFHqqKmY,"This video gives the definition of health and then explains ""Disease"" in detail. The types and causes of diseases are explained and the difference between infectious and non-infectious diseases is given. The video ends with a classification of the various agents causing infectious diseases.",http://bit.ly/2mkzMrj,0,,,,,
817,Hindi,9,Science,हम बीमार क्यों होते हैं?(Why do we fall ill?): Part 2/2(भाग २/२) - कक्षा 9 विज्ञान (Class 9 Science),https://www.youtube.com/watch?v=f2-mBjc3NzI&list=PLFBHsqw1knQdU6zCEs1tC8P6EGFHqqKmY&index=8,"This video begins with the general differences between the various disease causing organisms. The medium through which diseases are transmitted is then discussed. The symptoms of diseases are then explained. Later, principles of treatment and prevention are taken up. Vaccination is taken up at the end.",http://bit.ly/2nxITpt,2,,,,,
818,Hindi,9,Science,प्राकृतिक संपदा (Natural Resources) - कक्षा 9 विज्ञान (Class 9 Science) - Hindi,https://www.youtube.com/watch?v=YfY5MHWyCWU&list=PLFBHsqw1knQdU6zCEs1tC8P6EGFHqqKmY&index=9,"This video begins with a description of the three natural resources, namely land, water and air. Atmosphere and it's role are discussed followed by a discussion on winds and air pollution. Later, water is discussed with emphasis on the water cycle. Nitrogen cycle comes next. The video ends with a discussion on the ozone layer.",http://bit.ly/2lUhtO0,3,,,,,
819,Hindi,9,Science,क्या हमारे आस-पास केपदार्थ शुद्ध है ? (Is The Matter Around Us Pure?) - कक्षा 9 विज्ञान - Hindi,https://www.youtube.com/watch?v=6G7eg_E5C78&index=10&list=PLFBHsqw1knQdU6zCEs1tC8P6EGFHqqKmY,"This video begins with a description of homogeneous and heterogeneous mixtures. Methods of finding concentrations of solutions is explained with examples. Later on, suspension and colloids are explained as types of heterogenous mixtures. Tyndall effect in case of colloids is explained. Metals, non-metals and metalloids as different types of elements are then explained and their properties are listed.",http://bit.ly/2lUq7MD,3,,,,,
820,Hindi,9,Science,परमाणु की संरचना(Structure of an Atom) - भाग १ - कक्षा 9 विज्ञान(Class 9 Science) - Hindi,https://www.youtube.com/watch?v=XBwBiY3PgtY&index=11&list=PLFBHsqw1knQdU6zCEs1tC8P6EGFHqqKmY,"This video begins with a motivation for the topic. The question of the divisibility of an atom is then taken up. Later on various models for the structure of the atom, like Thomson's plum pudding model, Rutherford's model and Bohr's model are explained. Rutherford's famous alpha scattering experiment is also explained. The video ends with a discussion on subatomic particles, namely protons, electrons and neutrons. A summary of the discussion is given at the end.",http://bit.ly/2ngP5pV,0,,,,,
821,Hindi,9,Science,परमाणु की संरचना(Structure of an Atom) - भाग २ - कक्षा 9 विज्ञान(Class 9 Science) - Hindi,https://www.youtube.com/watch?v=QajjQBJxTzM&index=12&list=PLFBHsqw1knQdU6zCEs1tC8P6EGFHqqKmY,"This video explains the concept of shells in the Bohr model and the rules for filling electrons in shells. Later on, the concepts of Atomic number, Mass number and valency are explained.",http://bit.ly/2mTuE12,2,,,,,
822,Hindi,9,Science,जीवों में विविधता - भाग १(Diversity in Living Organisms - Part 1),https://www.youtube.com/watch?v=Qnr87SaKEGE,"This video explains the meaning of characteristics of living organisms and also the classification of organisms. The classification of organisms in groups like Monera, Protista, Fungii, Plantae and Animalia is explained.",http://bit.ly/2ob9PgJ,0,,,,,
823,Hindi,9,Science,जीवों में विविधता - भाग २(Diversity in Living Organisms - Part 2),https://www.youtube.com/watch?v=rEdKPBdZoLM,"In this video, learn about the plantae kingdom. Learn about the various categories, thallophyta, bryophyta, pteridophyta, gymnosperms and angiosperms, and their characteristics.",http://bit.ly/2swkmZj,1,,,,,
824,Hindi,9,Science,जीवों में विविधता - भाग ३(Diversity in Animals - Part 3),https://www.youtube.com/watch?v=a-7O-LMWd-Q&feature=push-u-sub&attr_tag=Hs4dV9UHtkHsFevZ-6,"Learn about the kingdom Animalia and its phyla - Porifera, Coelentrata, Platyhelminthes, Nematoda and Annelida.",http://bit.ly/2sxjTGd,1,,,,,
825,Hindi,9,Science,जीवों में विविधता - भाग ४(Diversity in Animals - Part 4),https://www.youtube.com/watch?v=oQrI_6JHZNk&feature=push-u-sub&attr_tag=ISkLWveniok4fAXc-6,"Learn about the kingdom Animalia and its phyla - Arthropoda, Moluska, Echinodermata, Protochordata and Vertebrata.",http://bit.ly/2EIHMzw,1,,,,,
826,Hindi,9,Science,जीवों में विविधता - भाग ५(Diversity in Animals - Part 5),https://www.youtube.com/watch?v=a1-pUkKIdl4&feature=push-u-sub&attr_tag=ljTHIMloqBvliHuV-6,"In this video, you will learn about Vertebrata phylum of kingdom animalia, and its classes Pisces, Amphibia, Reptilia, Aves and Mammals.",http://bit.ly/2HikgaS,2,,,,,
827,Hindi,9,Science,गति (Motion) - भाग १,https://www.youtube.com/watch?v=rVjq-hS5H0Q,Learn what is velocity and acceleration. Get familiar with the concepts of Constant and varying velocity. Also know about the importance of velocity and its uses in our daily lives.,http://bit.ly/2Byp8s7,0,,,,,
828,Hindi,9,Science,गति (Motion) - भाग २,https://www.youtube.com/watch?v=m8UDZCK84_U&feature=push-u-sub&attr_tag=gM-pMwIR8a9_4KzY-6,"This video covers the graphical interpretation of speed, velocity and distance with respect to time, and also introduces the three laws of motion, along-with a demonstration of their derivation using the graphical method.",http://bit.ly/2o3Ftxu,1,,,,,
829,Hindi,9,Science,गति (Motion) - भाग ३,https://www.youtube.com/watch?v=ay2v1TkwT2U&feature=push-u-sub&attr_tag=LETGFdcRGkVSPEfN-6,This video contains a few problems based on the use of the three Laws of Motion along with an explanation of their solution.,http://bit.ly/2Expu57,2,,,,,
830,Hindi,9,Science,परमाणु एवं अणु (Atoms and Molecules) - भाग १,https://www.youtube.com/watch?v=Vfs-HNYo7so,Learn about the concepts of atoms and molecules in this video. Laws of chemical reactions like the laws of conservation of mass and the law of constant proportions are discussed. Later Dalton's atomic theory is discussed. The video ends with a discussion on the symbols of elements according to the IUPAC conventions.,http://bit.ly/2C2nlwj,0,,,,,
831,Hindi,9,Science,खाद्य संसाधनों में सुधार(Improvement in Food Resources),https://www.youtube.com/watch?v=AIlHvKpEmNI&feature=push-u-sub&attr_tag=MeGzNXXbIo5L6RZT-6,"Learn about food resources, improvement in farming methods, irrigation techniques, different types of crops, crop protection techniques, and culture of animals, chicken, fish and honey bees.",http://bit.ly/2GiFZOV,3,,,,,
832,,,,,,,,,,,,,
833,,,,,,,,,,,,,
834,,,,,,,,,,,,,
835,,,,,,,,,,,,,
836,,,,,,,,,,,,,
837,,,,,,,,,,,,,
838,,,,,,,,,,,,,
839,,,,,,,,,,,,,
840,,,,,,,,,,,,,
841,,,,,,,,,,,,,
842,,,,,,,,,,,,,
843,,,,,,,,,,,,,
844,,,,,,,,,,,,,
845,,,,,,,,,,,,,
846,,,,,,,,,,,,,
847,,,,,,,,,,,,,
848,,,,,,,,,,,,,
849,,,,,,,,,,,,,
850,,,,,,,,,,,,,
851,,,,,,,,,,,,,
852,,,,,,,,,,,,,
853,,,,,,,,,,,,,
854,,,,,,,,,,,,,
855,,,,,,,,,,,,,
856,,,,,,,,,,,,,
857,,,,,,,,,,,,,
858,,,,,,,,,,,,,
859,,,,,,,,,,,,,
860,,,,,,,,,,,,,
861,,,,,,,,,,,,,
862,,,,,,,,,,,,,
863,,,,,,,,,,,,,
864,,,,,,,,,,,,,
865,,,,,,,,,,,,,
866,,,,,,,,,,,,,
867,,,,,,,,,,,,,
868,,,,,,,,,,,,,
869,,,,,,,,,,,,,
870,,,,,,,,,,,,,
871,,,,,,,,,,,,,
872,,,,,,,,,,,,,
873,,,,,,,,,,,,,
874,,,,,,,,,,,,,
875,,,,,,,,,,,,,
876,,,,,,,,,,,,,
877,,,,,,,,,,,,,
878,,,,,,,,,,,,,
879,,,,,,,,,,,,,
880,,,,,,,,,,,,,
881,,,,,,,,,,,,,
882,,,,,,,,,,,,,
883,,,,,,,,,,,,,
884,,,,,,,,,,,,,
885,,,,,,,,,,,,,
886,,,,,,,,,,,,,
887,,,,,,,,,,,,,
888,,,,,,,,,,,,,
889,,,,,,,,,,,,,
890,,,,,,,,,,,,,
891,,,,,,,,,,,,,
892,,,,,,,,,,,,,
893,,,,,,,,,,,,,
894,,,,,,,,,,,,,
895,,,,,,,,,,,,,
896,,,,,,,,,,,,,
897,,,,,,,,,,,,,
898,,,,,,,,,,,,,
899,,,,,,,,,,,,,
900,,,,,,,,,,,,,
901,,,,,,,,,,,,,
902,,,,,,,,,,,,,
903,,,,,,,,,,,,,
904,,,,,,,,,,,,,
905,,,,,,,,,,,,,
906,,,,,,,,,,,,,
907,,,,,,,,,,,,,
908,,,,,,,,,,,,,
909,,,,,,,,,,,,,
910,Hindi,8,Maths,विचरण और समानुपात(Variation and Proportion) - कक्षा 8 गणित (Class 8 Math) - Hindi,https://www.youtube.com/watch?v=JiRFoTcuEi8&list=PLFBHsqw1knQdJhQYmKxKzmk4DrfjFBNTE&index=1,This is the lecture on Variation and Proportion for Class 8.,http://bit.ly/2mkBVTB,3,,,,,
911,Hindi,8,Maths,परिमय तथा अपरिमय संख्या(Rational and Irrational Numbers) - कक्षा 8 गणित(Class 8 Math) - Hindi,https://www.youtube.com/watch?v=qWM_ep-CjdQ&index=2&list=PLFBHsqw1knQdJhQYmKxKzmk4DrfjFBNTE,This is the lecture on Rational and Irrational Numbers for Class 8.,http://bit.ly/2mD9Ski,3,,,,,
912,Hindi,8,Maths,चतुर्भुज (Quadrilaterals) - कक्षा 8 गणित (Class 8 Math) - Hindi,https://www.youtube.com/watch?v=dWZswov3EiY&list=PLFBHsqw1knQdJhQYmKxKzmk4DrfjFBNTE&index=3,This is the lecture on Quadrilaterals for class 8.,http://bit.ly/2mkE6Ya,3,,,,,
913,Hindi,8,Maths,सर्वसमिका: भाग 1/2 (Identities: Part 1/2) - कक्षा 8 गणित (Class 8 Math) - Hindi,https://www.youtube.com/watch?v=nVyxU4D-cEQ&list=PLFBHsqw1knQdJhQYmKxKzmk4DrfjFBNTE&index=5,This is the first part of the lecture on Identities for Class 8,http://bit.ly/2n2o4WG,0,,,,,
914,Hindi,8,Maths,सर्वसमिका: भाग 2/2 (Identities: Part 2/2) - कक्षा 8 गणित (Class 8 Math) - Hindi,https://www.youtube.com/watch?v=_RwGv6ZoRF4&index=4&list=PLFBHsqw1knQdJhQYmKxKzmk4DrfjFBNTE,This is the second part of the lecture on Identities for Class 8,http://bit.ly/2mFtkyr,2,,,,,
915,Hindi,8,Maths,घन और घन मूल (Cube and Cube Root) - कक्षा8 गणित (Class 8 Math) - Hindi,https://www.youtube.com/watch?v=Kwum-lqEP1s&list=PLFBHsqw1knQdJhQYmKxKzmk4DrfjFBNTE&index=6,This is the lecture on Cube and Cube Roots for Class 8.,http://bit.ly/2nmUpVA,3,,,,,
916,Hindi,8,Maths,क्षेत्रफल: भाग 1/2 (Area: Part 1/2) - कक्षा 8 गणित(Class 8 Math) - Hindi,https://www.youtube.com/watch?v=cEgCP7oc1Eo&index=8&list=PLFBHsqw1knQdJhQYmKxKzmk4DrfjFBNTE,This is Part 1 of the lecture on 'Area' for Class 8.,http://bit.ly/2nmWzo6,0,,,,,
917,Hindi,8,Maths,क्षेत्रफल: भाग 2/2 (Area: Part 2/2) - कक्षा 8 गणित(Class 8 Math) - Hindi,https://www.youtube.com/watch?v=zE7i8mYhFLU&list=PLFBHsqw1knQdJhQYmKxKzmk4DrfjFBNTE&index=7,This is Part 2 of the lecture on 'Area' for Class 8.,http://bit.ly/2nmZr4r,2,,,,,
918,Hindi,8,Maths,चक्रवृद्धि ब्याज(Compound Interest) - Class 8 Math (कक्षा 8 गणित) - Hindi,https://www.youtube.com/watch?v=KyM9hI8lyf0&index=9&list=PLFBHsqw1knQdJhQYmKxKzmk4DrfjFBNTE,This is a video on Compound Interest for Class 8 Math.,http://bit.ly/2nxDizx,3,,,,,
919,Hindi,8,Maths,वर्ग और वर्गमूल (Square and Square Root) - कक्षा 8 गणित (Class 8 Math) - Hindi,https://www.youtube.com/watch?v=8U6HKPNlPKo&index=10&list=PLFBHsqw1knQdJhQYmKxKzmk4DrfjFBNTE,This is the video on Squares and Square Roots for Class 8.,http://bit.ly/2ngQMna,3,,,,,
920,Hindi,8,Maths,वृत्त (Circle) - कक्षा 8 गणित (Class 8 Math) - Hindi,https://www.youtube.com/watch?v=cA3KhPEl62I&index=11&list=PLFBHsqw1knQdJhQYmKxKzmk4DrfjFBNTE,This is the video on Circles for class 8 Maths. It explains some basic theorems and illustrates their applications through relevant examples.,http://bit.ly/2n2gX0r,3,,,,,
921,Hindi,8,Maths,समान्तर रेखाएं (Parallel Lines) - कक्षा 8 गणित(Class 8 Math) - Hindi,https://www.youtube.com/watch?v=xwns7g6U-vw&index=12&list=PLFBHsqw1knQdJhQYmKxKzmk4DrfjFBNTE,This is the video on Parallel lines for class 8 Math. It illustrates important concepts and properties related to parallel lines with illustrative examples.,http://bit.ly/2n2lznj,3,,,,,
922,Hindi,8,Maths,एक चर वाले समीकरण(Equations in One Variable) - कक्षा 8 गणित(Class 8 Math) - Hindi,https://www.youtube.com/watch?v=7ye8m63rm1A&index=13&list=PLFBHsqw1knQdJhQYmKxKzmk4DrfjFBNTE,"This is the video explaining the important class of equations having one variable for class 8 Math.Through various illustrative examples and word problems, the method of solving such equations is explained and verification of the solution is also illustrated.",http://bit.ly/2nmZRb1,3,,,,,
923,Hindi,8,Maths,घनफल तथा पृष्ठीय क्षेत्रफल(Volume and Surface Area) - कक्षा 8 गणित(Class 8 Math) - Hindi,https://www.youtube.com/watch?v=U-FEAgy4xzE&index=14&list=PLFBHsqw1knQdJhQYmKxKzmk4DrfjFBNTE,"This chapter explains the surface area and volume of three common solid shapes namely, Sphere, Cylinder and Cone. Illustrative examples are used to demonstrate the calculations.",http://bit.ly/2mD5din,3,,,,,
924,Hindi,8,Maths,Statistics (सांख्यिकी) - कक्षा 8 गणित (Class 8 Math) - Hindi,https://www.youtube.com/watch?v=iCL_LyCNhNE&index=15&list=PLFBHsqw1knQdJhQYmKxKzmk4DrfjFBNTE,"This video takes up the chapter on Statistics for class 8 Math. It explains the basic statistical concepts like frequency, mean, tally marks etc. through various examples.",http://bit.ly/2mD2QvV,3,,,,,
925,Hindi,8,Maths,आँकड़ों का प्रबंधन (Data Handling) - कक्षा 8 गणित(Class 8 Maths) - Hindi,https://www.youtube.com/watch?v=2aKGIpZOzP4&list=PLFBHsqw1knQdJhQYmKxKzmk4DrfjFBNTE&index=16,"The video explains the various methods of organizing data. The methods covered are pictograph, bar graph, double bar graph, frequency table and pie chart. Chance and probability are explained at the end.",http://bit.ly/2mDkFuQ,3,,,,,
926,Hindi,8,Maths,चतुर्भुजों की रचना(Constructions of Quadrilaterals) - कक्षा 8 गणित (Class 8 Math) - Hindi,https://www.youtube.com/watch?v=NpN3tXLE9x8&index=17&list=PLFBHsqw1knQdJhQYmKxKzmk4DrfjFBNTE,This is the video that demonstrates the construction of quadrilaterals for various sets of available data.,http://bit.ly/2nmViNU,3,,,,,
927,Hindi,8,Maths,घातांक (Indices) - कक्षा 8 गणित (Class 8 Math) - Hindi,https://www.youtube.com/watch?v=pJzUz1094lM&index=18&list=PLFBHsqw1knQdJhQYmKxKzmk4DrfjFBNTE,"This video begins with a recap of squares, square roots, cube and cube roots. Indices in various forms are later introduced. The various laws of indices are explained. Special emphasis is given to the index 0. The video ends with an example showing the application of the various laws of indices.",http://bit.ly/2nxL0JV,3,,,,,
928,Hindi,8,Maths,पूर्णांक (Integers) - कक्षा ७गणित (Class 7 Maths) - Hindi,https://www.youtube.com/watch?v=4KZydAHZSrs&list=PLFBHsqw1knQdJhQYmKxKzmk4DrfjFBNTE&index=19,"This video begins with a differentiation between integers and whole numbers. Negative integers are then explained. Method of representing integers on number line is explained. The concept of additive inverse is then taken up. Addition, subtraction and multiplication of integers is taken up with suitable examples.",http://bit.ly/2n2fkzH,3,,,,,
929,Hindi,8,Maths,प्रायोगिक ज्यामिति(Practical Geometry),https://www.youtube.com/watch?v=QxHpgx3eMSs,"Learn how to construct a quadrilateral when you are given any 5 quantities (5 lengths, or 4 lengths and 1 angle, 3 lengths 2 angles, or even 2 lengths and 3 angles).",http://bit.ly/2sz4SDY,3,,,,,
930,,,,,,,,,,,,,
931,,,,,,,,,,,,,
932,,,,,,,,,,,,,
933,,,,,,,,,,,,,
934,,,,,,,,,,,,,
935,,,,,,,,,,,,,
936,,,,,,,,,,,,,
937,,,,,,,,,,,,,
938,,,,,,,,,,,,,
939,,,,,,,,,,,,,
940,,,,,,,,,,,,,
941,,,,,,,,,,,,,
942,,,,,,,,,,,,,
943,,,,,,,,,,,,,
944,,,,,,,,,,,,,
945,,,,,,,,,,,,,
946,,,,,,,,,,,,,
947,,,,,,,,,,,,,
948,,,,,,,,,,,,,
949,,,,,,,,,,,,,
950,,,,,,,,,,,,,
951,,,,,,,,,,,,,
952,,,,,,,,,,,,,
953,,,,,,,,,,,,,
954,,,,,,,,,,,,,
955,,,,,,,,,,,,,
956,,,,,,,,,,,,,
957,,,,,,,,,,,,,
958,,,,,,,,,,,,,
959,,,,,,,,,,,,,
960,,,,,,,,,,,,,
961,,,,,,,,,,,,,
962,,,,,,,,,,,,,
963,,,,,,,,,,,,,
964,,,,,,,,,,,,,
965,,,,,,,,,,,,,
966,,,,,,,,,,,,,
967,,,,,,,,,,,,,
968,,,,,,,,,,,,,
969,,,,,,,,,,,,,
970,,,,,,,,,,,,,
971,,,,,,,,,,,,,
972,,,,,,,,,,,,,
973,,,,,,,,,,,,,
974,,,,,,,,,,,,,
975,,,,,,,,,,,,,
976,,,,,,,,,,,,,
977,,,,,,,,,,,,,
978,,,,,,,,,,,,,
979,,,,,,,,,,,,,
980,,,,,,,,,,,,,
981,,,,,,,,,,,,,
982,,,,,,,,,,,,,
983,,,,,,,,,,,,,
984,,,,,,,,,,,,,
985,,,,,,,,,,,,,
986,,,,,,,,,,,,,
987,,,,,,,,,,,,,
988,,,,,,,,,,,,,
989,,,,,,,,,,,,,
990,,,,,,,,,,,,,
991,,,,,,,,,,,,,
992,,,,,,,,,,,,,
993,,,,,,,,,,,,,
994,,,,,,,,,,,,,
995,,,,,,,,,,,,,
996,,,,,,,,,,,,,
997,,,,,,,,,,,,,
998,,,,,,,,,,,,,
999,,,,,,,,,,,,,
1000,,,,,,,,,,,,,
1001,,,,,,,,,,,,,
1002,,,,,,,,,,,,,
1003,,,,,,,,,,,,,
1004,,,,,,,,,,,,,
1005,,,,,,,,,,,,,
1006,,,,,,,,,,,,,
1007,,,,,,,,,,,,,
1008,,,,,,,,,,,,,
1009,,,,,,,,,,,,,
1010,Hindi,8,Science,कुछ प्राकृतिक परिघटनाएँ(Some Natural Calamities) - कक्षा 8 विज्ञान (Class 8 Science) - Hindi,https://www.youtube.com/watch?v=3n_FaoNeriI&list=PLFBHsqw1knQdyxZtALmPsl24jrf62hKbA&index=1,This video begins with lightning and explains the principles of electrostatics that cause lightning. It then explains the safety measures that can be followed in case a lightning strike is expected. The next calamity discussed is earthquake and the safety measures to be employed in case of an earthquake.,http://bit.ly/2mTmdmj,3,,,,,
1011,Hindi,8,Science,कोयला और पेट्रोलियम(Coal and Petroleum) - कक्षा 8 विज्ञान (Class 8 Science) - Hindi,https://www.youtube.com/watch?v=6vJ_AfSMXgA&list=PLFBHsqw1knQdyxZtALmPsl24jrf62hKbA&index=2,This video begins with examples of utilities of coal and petroleum in real life. The process of formation of these natural resources is explained. The difference between renewable and non-renewable natural resources is explained. Refining of petroleum is explained. The need to conserve these resources is discussed and some methods to conserve these resources are given.,http://bit.ly/2lUh26s,3,,,,,
1012,Hindi,8,Science,घर्षण (Friction) - कक्षा 8 विज्ञान (Class 8 Science) - Hindi,https://www.youtube.com/watch?v=Tz96XD6kQSI&index=3&list=PLFBHsqw1knQdyxZtALmPsl24jrf62hKbA,"This video explains the concept of friction. The difference between static and kinetic friction is explained. The advantages and disadvantages of friction are listed out. Situations where it will be desirable to increase or reduce friction are shown. The concept of rolling friction is introduced, ad its benefits are explained and the video finally ends with the concept of fluid friction.",http://bit.ly/2ngNuQZ,3,,,,,
